x,y,z,success
-0.019,0.053,0.138,False
-0.019,0.053,0.141,False
-0.019,0.053,0.145,False
-0.019,0.058,-0.046,False
-0.019,0.058,-0.042,False
-0.019,0.058,-0.038,False
-0.019,0.058,-0.034,False
-0.019,0.058,-0.03,False
-0.019,0.058,-0.026,False
-0.019,0.058,-0.022,False
-0.019,0.058,-0.019,False
-0.019,0.058,-0.015,False
-0.019,0.058,-0.011,False
-0.019,0.058,-0.007,False
-0.019,0.058,-0.003,False
-0.019,0.058,0.001,False
-0.019,0.058,0.005,False
-0.019,0.058,0.009,False
-0.019,0.058,0.013,False
-0.019,0.058,0.017,False
-0.019,0.058,0.021,False
-0.019,0.058,0.024,True
-0.019,0.058,0.028,True
-0.019,0.058,0.032,True
-0.019,0.058,0.036,True
-0.019,0.058,0.04,True
-0.019,0.058,0.044,True
-0.019,0.058,0.048,True
-0.019,0.058,0.052,True
-0.019,0.058,0.056,True
-0.019,0.058,0.06,True
-0.019,0.058,0.063,True
-0.019,0.058,0.067,True
-0.019,0.058,0.071,True
-0.019,0.058,0.075,True
-0.019,0.058,0.079,True
-0.019,0.058,0.083,True
-0.019,0.058,0.087,True
-0.019,0.058,0.091,True
-0.019,0.058,0.095,True
-0.019,0.058,0.099,True
-0.019,0.058,0.102,True
-0.019,0.058,0.106,True
-0.019,0.058,0.11,True
-0.019,0.058,0.114,True
-0.019,0.058,0.118,False
-0.019,0.058,0.122,False
-0.019,0.058,0.126,False
-0.019,0.058,0.13,False
-0.019,0.058,0.134,False
-0.019,0.058,0.138,False
-0.019,0.058,0.141,False
-0.019,0.058,0.145,False
-0.019,0.062,-0.046,False
-0.019,0.062,-0.042,False
-0.019,0.062,-0.038,False
-0.019,0.062,-0.034,False
-0.019,0.062,-0.03,False
-0.019,0.062,-0.026,False
-0.019,0.062,-0.022,False
-0.019,0.062,-0.019,False
-0.019,0.062,-0.015,False
-0.019,0.062,-0.011,False
-0.019,0.062,-0.007,False
-0.019,0.062,-0.003,False
-0.019,0.062,0.001,False
-0.019,0.062,0.005,False
-0.019,0.062,0.009,False
-0.019,0.062,0.013,False
-0.019,0.062,0.017,False
-0.019,0.062,0.021,False
-0.019,0.062,0.024,True
-0.019,0.062,0.028,True
-0.019,0.062,0.032,True
-0.019,0.062,0.036,True
-0.019,0.062,0.04,True
-0.019,0.062,0.044,True
-0.019,0.062,0.048,True
-0.019,0.062,0.052,True
-0.019,0.062,0.056,True
-0.019,0.062,0.06,True
-0.019,0.062,0.063,True
-0.019,0.062,0.067,True
-0.019,0.062,0.071,True
-0.019,0.062,0.075,True
-0.019,0.062,0.079,True
-0.019,0.062,0.083,True
-0.019,0.062,0.087,True
-0.019,0.062,0.091,True
-0.019,0.062,0.095,True
-0.019,0.062,0.099,True
-0.019,0.062,0.102,True
-0.019,0.062,0.106,True
-0.019,0.062,0.11,True
-0.019,0.062,0.114,True
-0.019,0.062,0.118,False
-0.019,0.062,0.122,False
-0.019,0.062,0.126,False
-0.019,0.062,0.13,False
-0.019,0.062,0.134,False
-0.019,0.062,0.138,False
-0.019,0.062,0.141,False
-0.019,0.062,0.145,False
-0.019,0.066,-0.046,False
-0.019,0.066,-0.042,False
-0.019,0.066,-0.038,False
-0.019,0.066,-0.034,False
-0.019,0.066,-0.03,False
-0.019,0.066,-0.026,False
-0.019,0.066,-0.022,False
-0.019,0.066,-0.019,False
-0.019,0.066,-0.015,False
-0.019,0.066,-0.011,False
-0.019,0.066,-0.007,False
-0.019,0.066,-0.003,False
-0.019,0.066,0.001,False
-0.019,0.066,0.005,False
-0.019,0.066,0.009,False
-0.019,0.066,0.013,False
-0.019,0.066,0.017,False
-0.019,0.066,0.021,False
-0.019,0.066,0.024,True
-0.019,0.066,0.028,True
-0.019,0.066,0.032,True
-0.019,0.066,0.036,True
-0.019,0.066,0.04,True
-0.019,0.066,0.044,True
-0.019,0.066,0.048,True
-0.019,0.066,0.052,True
-0.019,0.066,0.056,True
-0.019,0.066,0.06,True
-0.019,0.066,0.063,True
-0.019,0.066,0.067,True
-0.019,0.066,0.071,True
-0.019,0.066,0.075,True
-0.019,0.066,0.079,True
-0.019,0.066,0.083,True
-0.019,0.066,0.087,True
-0.019,0.066,0.091,True
-0.019,0.066,0.095,True
-0.019,0.066,0.099,True
-0.019,0.066,0.102,True
-0.019,0.066,0.106,True
-0.019,0.066,0.11,True
-0.019,0.066,0.114,False
-0.019,0.066,0.118,False
-0.019,0.066,0.122,False
-0.019,0.066,0.126,False
-0.019,0.066,0.13,False
-0.019,0.066,0.134,False
-0.019,0.066,0.138,False
-0.019,0.066,0.141,False
-0.019,0.066,0.145,False
-0.019,0.07,-0.046,False
-0.019,0.07,-0.042,False
-0.019,0.07,-0.038,False
-0.019,0.07,-0.034,False
-0.019,0.07,-0.03,False
-0.019,0.07,-0.026,False
-0.019,0.07,-0.022,False
-0.019,0.07,-0.019,False
-0.019,0.07,-0.015,False
-0.019,0.07,-0.011,False
-0.019,0.07,-0.007,False
-0.019,0.07,-0.003,False
-0.019,0.07,0.001,False
-0.019,0.07,0.005,False
-0.019,0.07,0.009,False
-0.019,0.07,0.013,False
-0.019,0.07,0.017,False
-0.019,0.07,0.021,False
-0.019,0.07,0.024,True
-0.019,0.07,0.028,True
-0.019,0.07,0.032,True
-0.019,0.07,0.036,True
-0.019,0.07,0.04,True
-0.019,0.07,0.044,True
-0.019,0.07,0.048,True
-0.019,0.07,0.052,True
-0.019,0.07,0.056,True
-0.019,0.07,0.06,True
-0.019,0.07,0.063,True
-0.019,0.07,0.067,True
-0.019,0.07,0.071,True
-0.019,0.07,0.075,True
-0.019,0.07,0.079,True
-0.019,0.07,0.083,True
-0.019,0.07,0.087,True
-0.019,0.07,0.091,True
-0.019,0.07,0.095,True
-0.019,0.07,0.099,True
-0.019,0.07,0.102,True
-0.019,0.07,0.106,True
-0.019,0.07,0.11,False
-0.019,0.07,0.114,False
-0.019,0.07,0.118,False
-0.019,0.07,0.122,False
-0.019,0.07,0.126,False
-0.019,0.07,0.13,False
-0.019,0.07,0.134,False
-0.019,0.07,0.138,False
-0.019,0.07,0.141,False
-0.019,0.07,0.145,False
-0.019,0.074,-0.046,False
-0.019,0.074,-0.042,False
-0.019,0.074,-0.038,False
-0.019,0.074,-0.034,False
-0.019,0.074,-0.03,False
-0.019,0.074,-0.026,False
-0.019,0.074,-0.022,False
-0.019,0.074,-0.019,False
-0.019,0.074,-0.015,False
-0.019,0.074,-0.011,False
-0.019,0.074,-0.007,False
-0.019,0.074,-0.003,False
-0.019,0.074,0.001,False
-0.019,0.074,0.005,False
-0.019,0.074,0.009,False
-0.019,0.074,0.013,False
-0.019,0.074,0.017,False
-0.019,0.074,0.021,False
-0.019,0.074,0.024,True
-0.019,0.074,0.028,True
-0.019,0.074,0.032,True
-0.019,0.074,0.036,True
-0.019,0.074,0.04,True
-0.019,0.074,0.044,True
-0.019,0.074,0.048,True
-0.019,0.074,0.052,True
-0.019,0.074,0.056,True
-0.019,0.074,0.06,True
-0.019,0.074,0.063,True
-0.019,0.074,0.067,True
-0.019,0.074,0.071,True
-0.019,0.074,0.075,True
-0.019,0.074,0.079,True
-0.019,0.074,0.083,True
-0.019,0.074,0.087,True
-0.019,0.074,0.091,True
-0.019,0.074,0.095,True
-0.019,0.074,0.099,True
-0.019,0.074,0.102,True
-0.019,0.074,0.106,False
-0.019,0.074,0.11,False
-0.019,0.074,0.114,False
-0.019,0.074,0.118,False
-0.019,0.074,0.122,False
-0.019,0.074,0.126,False
-0.019,0.074,0.13,False
-0.019,0.074,0.134,False
-0.019,0.074,0.138,False
-0.019,0.074,0.141,False
-0.019,0.074,0.145,False
-0.019,0.079,-0.046,False
-0.019,0.079,-0.042,False
-0.019,0.079,-0.038,False
-0.019,0.079,-0.034,False
-0.019,0.079,-0.03,False
-0.019,0.079,-0.026,False
-0.019,0.079,-0.022,False
-0.019,0.079,-0.019,False
-0.019,0.079,-0.015,False
-0.019,0.079,-0.011,False
-0.019,0.079,-0.007,False
-0.019,0.079,-0.003,False
-0.019,0.079,0.001,False
-0.019,0.079,0.005,False
-0.019,0.079,0.009,False
-0.019,0.079,0.013,False
-0.019,0.079,0.017,False
-0.019,0.079,0.021,False
-0.019,0.079,0.024,True
-0.019,0.079,0.028,True
-0.019,0.079,0.032,True
-0.019,0.079,0.036,True
-0.019,0.079,0.04,True
-0.019,0.079,0.044,True
-0.019,0.079,0.048,True
-0.019,0.079,0.052,True
-0.019,0.079,0.056,True
-0.019,0.079,0.06,True
-0.019,0.079,0.063,True
-0.019,0.079,0.067,True
-0.019,0.079,0.071,True
-0.019,0.079,0.075,True
-0.019,0.079,0.079,True
-0.019,0.079,0.083,True
-0.019,0.079,0.087,True
-0.019,0.079,0.091,True
-0.019,0.079,0.095,True
-0.019,0.079,0.099,True
-0.019,0.079,0.102,False
-0.019,0.079,0.106,False
-0.019,0.079,0.11,False
-0.019,0.079,0.114,False
-0.019,0.079,0.118,False
-0.019,0.079,0.122,False
-0.019,0.079,0.126,False
-0.019,0.079,0.13,False
-0.019,0.079,0.134,False
-0.019,0.079,0.138,False
-0.019,0.079,0.141,False
-0.019,0.079,0.145,False
-0.019,0.083,-0.046,False
-0.019,0.083,-0.042,False
-0.019,0.083,-0.038,False
-0.019,0.083,-0.034,False
-0.019,0.083,-0.03,False
-0.019,0.083,-0.026,False
-0.019,0.083,-0.022,False
-0.019,0.083,-0.019,False
-0.019,0.083,-0.015,False
-0.019,0.083,-0.011,False
-0.019,0.083,-0.007,False
-0.019,0.083,-0.003,False
-0.019,0.083,0.001,False
-0.019,0.083,0.005,False
-0.019,0.083,0.009,False
-0.019,0.083,0.013,False
-0.019,0.083,0.017,False
-0.019,0.083,0.021,False
-0.019,0.083,0.024,True
-0.019,0.083,0.028,True
-0.019,0.083,0.032,True
-0.019,0.083,0.036,True
-0.019,0.083,0.04,True
-0.019,0.083,0.044,True
-0.019,0.083,0.048,True
-0.019,0.083,0.052,True
-0.019,0.083,0.056,True
-0.019,0.083,0.06,True
-0.019,0.083,0.063,True
-0.019,0.083,0.067,True
-0.019,0.083,0.071,True
-0.019,0.083,0.075,True
-0.019,0.083,0.079,True
-0.019,0.083,0.083,True
-0.019,0.083,0.087,True
-0.019,0.083,0.091,True
-0.019,0.083,0.095,True
-0.019,0.083,0.099,False
-0.019,0.083,0.102,False
-0.019,0.083,0.106,False
-0.019,0.083,0.11,False
-0.019,0.083,0.114,False
-0.019,0.083,0.118,False
-0.019,0.083,0.122,False
-0.019,0.083,0.126,False
-0.019,0.083,0.13,False
-0.019,0.083,0.134,False
-0.019,0.083,0.138,False
-0.019,0.083,0.141,False
-0.019,0.083,0.145,False
-0.019,0.087,-0.046,False
-0.019,0.087,-0.042,False
-0.019,0.087,-0.038,False
-0.019,0.087,-0.034,False
-0.019,0.087,-0.03,False
-0.019,0.087,-0.026,False
-0.019,0.087,-0.022,False
-0.019,0.087,-0.019,False
-0.019,0.087,-0.015,False
-0.019,0.087,-0.011,False
-0.019,0.087,-0.007,False
-0.019,0.087,-0.003,False
-0.019,0.087,0.001,False
-0.019,0.087,0.005,False
-0.019,0.087,0.009,False
-0.019,0.087,0.013,False
-0.019,0.087,0.017,False
-0.019,0.087,0.021,True
-0.019,0.087,0.024,True
-0.019,0.087,0.028,True
-0.019,0.087,0.032,True
-0.019,0.087,0.036,True
-0.019,0.087,0.04,True
-0.019,0.087,0.044,True
-0.019,0.087,0.048,True
-0.019,0.087,0.052,True
-0.019,0.087,0.056,True
-0.019,0.087,0.06,True
-0.019,0.087,0.063,True
-0.019,0.087,0.067,True
-0.019,0.087,0.071,True
-0.019,0.087,0.075,True
-0.019,0.087,0.079,True
-0.019,0.087,0.083,True
-0.019,0.087,0.087,True
-0.019,0.087,0.091,True
-0.019,0.087,0.095,False
-0.019,0.087,0.099,False
-0.019,0.087,0.102,False
-0.019,0.087,0.106,False
-0.019,0.087,0.11,False
-0.019,0.087,0.114,False
-0.019,0.087,0.118,False
-0.019,0.087,0.122,False
-0.019,0.087,0.126,False
-0.019,0.087,0.13,False
-0.019,0.087,0.134,False
-0.019,0.087,0.138,False
-0.019,0.087,0.141,False
-0.019,0.087,0.145,False
-0.019,0.091,-0.046,False
-0.019,0.091,-0.042,False
-0.019,0.091,-0.038,False
-0.019,0.091,-0.034,False
-0.019,0.091,-0.03,False
-0.019,0.091,-0.026,False
-0.019,0.091,-0.022,False
-0.019,0.091,-0.019,False
-0.019,0.091,-0.015,False
-0.019,0.091,-0.011,False
-0.019,0.091,-0.007,False
-0.019,0.091,-0.003,False
-0.019,0.091,0.001,False
-0.019,0.091,0.005,False
-0.019,0.091,0.009,False
-0.019,0.091,0.013,False
-0.019,0.091,0.017,False
-0.019,0.091,0.021,True
-0.019,0.091,0.024,True
-0.019,0.091,0.028,True
-0.019,0.091,0.032,True
-0.019,0.091,0.036,True
-0.019,0.091,0.04,True
-0.019,0.091,0.044,True
-0.019,0.091,0.048,True
-0.019,0.091,0.052,True
-0.019,0.091,0.056,True
-0.019,0.091,0.06,True
-0.019,0.091,0.063,True
-0.019,0.091,0.067,True
-0.019,0.091,0.071,True
-0.019,0.091,0.075,True
-0.019,0.091,0.079,True
-0.019,0.091,0.083,True
-0.019,0.091,0.087,True
-0.019,0.091,0.091,False
-0.019,0.091,0.095,False
-0.019,0.091,0.099,False
-0.019,0.091,0.102,False
-0.019,0.091,0.106,False
-0.019,0.091,0.11,False
-0.019,0.091,0.114,False
-0.019,0.091,0.118,False
-0.019,0.091,0.122,False
-0.019,0.091,0.126,False
-0.019,0.091,0.13,False
-0.019,0.091,0.134,False
-0.019,0.091,0.138,False
-0.019,0.091,0.141,False
-0.019,0.091,0.145,False
-0.019,0.095,-0.046,False
-0.019,0.095,-0.042,False
-0.019,0.095,-0.038,False
-0.019,0.095,-0.034,False
-0.019,0.095,-0.03,False
-0.019,0.095,-0.026,False
-0.019,0.095,-0.022,False
-0.019,0.095,-0.019,False
-0.019,0.095,-0.015,False
-0.019,0.095,-0.011,False
-0.019,0.095,-0.007,False
-0.019,0.095,-0.003,False
-0.019,0.095,0.001,False
-0.019,0.095,0.005,False
-0.019,0.095,0.009,False
-0.019,0.095,0.013,False
-0.019,0.095,0.017,False
-0.019,0.095,0.021,False
-0.019,0.095,0.024,True
-0.019,0.095,0.028,True
-0.019,0.095,0.032,True
-0.019,0.095,0.036,True
-0.019,0.095,0.04,True
-0.019,0.095,0.044,True
-0.019,0.095,0.048,True
-0.019,0.095,0.052,True
-0.019,0.095,0.056,True
-0.019,0.095,0.06,True
-0.019,0.095,0.063,True
-0.019,0.095,0.067,True
-0.019,0.095,0.071,True
-0.019,0.095,0.075,True
-0.019,0.095,0.079,True
-0.019,0.095,0.083,False
-0.019,0.095,0.087,False
-0.019,0.095,0.091,False
-0.019,0.095,0.095,False
-0.019,0.095,0.099,False
-0.019,0.095,0.102,False
-0.019,0.095,0.106,False
-0.019,0.095,0.11,False
-0.019,0.095,0.114,False
-0.019,0.095,0.118,False
-0.019,0.095,0.122,False
-0.019,0.095,0.126,False
-0.019,0.095,0.13,False
-0.019,0.095,0.134,False
-0.019,0.095,0.138,False
-0.019,0.095,0.141,False
-0.019,0.095,0.145,False
-0.019,0.099,-0.046,False
-0.019,0.099,-0.042,False
-0.019,0.099,-0.038,False
-0.019,0.099,-0.034,False
-0.019,0.099,-0.03,False
-0.019,0.099,-0.026,False
-0.019,0.099,-0.022,False
-0.019,0.099,-0.019,False
-0.019,0.099,-0.015,False
-0.019,0.099,-0.011,False
-0.019,0.099,-0.007,False
-0.019,0.099,-0.003,False
-0.019,0.099,0.001,False
-0.019,0.099,0.005,False
-0.019,0.099,0.009,False
-0.019,0.099,0.013,False
-0.019,0.099,0.017,False
-0.019,0.099,0.021,False
-0.019,0.099,0.024,True
-0.019,0.099,0.028,True
-0.019,0.099,0.032,True
-0.019,0.099,0.036,True
-0.019,0.099,0.04,True
-0.019,0.099,0.044,True
-0.019,0.099,0.048,True
-0.019,0.099,0.052,True
-0.019,0.099,0.056,True
-0.019,0.099,0.06,True
-0.019,0.099,0.063,True
-0.019,0.099,0.067,True
-0.019,0.099,0.071,True
-0.019,0.099,0.075,True
-0.019,0.099,0.079,False
-0.019,0.099,0.083,False
-0.019,0.099,0.087,False
-0.019,0.099,0.091,False
-0.019,0.099,0.095,False
-0.019,0.099,0.099,False
-0.019,0.099,0.102,False
-0.019,0.099,0.106,False
-0.019,0.099,0.11,False
-0.019,0.099,0.114,False
-0.019,0.099,0.118,False
-0.019,0.099,0.122,False
-0.019,0.099,0.126,False
-0.019,0.099,0.13,False
-0.019,0.099,0.134,False
-0.019,0.099,0.138,False
-0.019,0.099,0.141,False
-0.019,0.099,0.145,False
-0.019,0.104,-0.046,False
-0.019,0.104,-0.042,False
-0.019,0.104,-0.038,False
-0.019,0.104,-0.034,False
-0.019,0.104,-0.03,False
-0.019,0.104,-0.026,False
-0.019,0.104,-0.022,False
-0.019,0.104,-0.019,False
-0.019,0.104,-0.015,False
-0.019,0.104,-0.011,False
-0.019,0.104,-0.007,False
-0.019,0.104,-0.003,False
-0.019,0.104,0.001,False
-0.019,0.104,0.005,False
-0.019,0.104,0.009,False
-0.019,0.104,0.013,False
-0.019,0.104,0.017,False
-0.019,0.104,0.021,False
-0.019,0.104,0.024,False
-0.019,0.104,0.028,False
-0.019,0.104,0.032,True
-0.019,0.104,0.036,True
-0.019,0.104,0.04,True
-0.019,0.104,0.044,True
-0.019,0.104,0.048,True
-0.019,0.104,0.052,True
-0.019,0.104,0.056,True
-0.019,0.104,0.06,True
-0.019,0.104,0.063,True
-0.019,0.104,0.067,False
-0.019,0.104,0.071,False
-0.019,0.104,0.075,False
-0.019,0.104,0.079,False
-0.019,0.104,0.083,False
-0.019,0.104,0.087,False
-0.019,0.104,0.091,False
-0.019,0.104,0.095,False
-0.019,0.104,0.099,False
-0.019,0.104,0.102,False
-0.019,0.104,0.106,False
-0.019,0.104,0.11,False
-0.019,0.104,0.114,False
-0.019,0.104,0.118,False
-0.019,0.104,0.122,False
-0.019,0.104,0.126,False
-0.019,0.104,0.13,False
-0.019,0.104,0.134,False
-0.019,0.104,0.138,False
-0.019,0.104,0.141,False
-0.019,0.104,0.145,False
-0.019,0.108,-0.046,False
-0.019,0.108,-0.042,False
-0.019,0.108,-0.038,False
-0.019,0.108,-0.034,False
-0.019,0.108,-0.03,False
-0.019,0.108,-0.026,False
-0.019,0.108,-0.022,False
-0.019,0.108,-0.019,False
-0.019,0.108,-0.015,False
-0.019,0.108,-0.011,False
-0.019,0.108,-0.007,False
-0.019,0.108,-0.003,False
-0.019,0.108,0.001,False
-0.019,0.108,0.005,False
-0.019,0.108,0.009,False
-0.019,0.108,0.013,False
-0.019,0.108,0.017,False
-0.019,0.108,0.021,False
-0.019,0.108,0.024,False
-0.019,0.108,0.028,False
-0.019,0.108,0.032,False
-0.019,0.108,0.036,False
-0.019,0.108,0.04,False
-0.019,0.108,0.044,False
-0.019,0.108,0.048,False
-0.019,0.108,0.052,False
-0.019,0.108,0.056,False
-0.019,0.108,0.06,False
-0.019,0.108,0.063,False
-0.019,0.108,0.067,False
-0.019,0.108,0.071,False
-0.019,0.108,0.075,False
-0.019,0.108,0.079,False
-0.019,0.108,0.083,False
-0.019,0.108,0.087,False
-0.019,0.108,0.091,False
-0.019,0.108,0.095,False
-0.019,0.108,0.099,False
-0.019,0.108,0.102,False
-0.019,0.108,0.106,False
-0.019,0.108,0.11,False
-0.019,0.108,0.114,False
-0.019,0.108,0.118,False
-0.019,0.108,0.122,False
-0.019,0.108,0.126,False
-0.019,0.108,0.13,False
-0.019,0.108,0.134,False
-0.019,0.108,0.138,False
-0.019,0.108,0.141,False
-0.019,0.108,0.145,False
-0.019,0.112,-0.046,False
-0.019,0.112,-0.042,False
-0.019,0.112,-0.038,False
-0.019,0.112,-0.034,False
-0.019,0.112,-0.03,False
-0.019,0.112,-0.026,False
-0.019,0.112,-0.022,False
-0.019,0.112,-0.019,False
-0.019,0.112,-0.015,False
-0.019,0.112,-0.011,False
-0.019,0.112,-0.007,False
-0.019,0.112,-0.003,False
-0.019,0.112,0.001,False
-0.019,0.112,0.005,False
-0.019,0.112,0.009,False
-0.019,0.112,0.013,False
-0.019,0.112,0.017,False
-0.019,0.112,0.021,False
-0.019,0.112,0.024,False
-0.019,0.112,0.028,False
-0.019,0.112,0.032,False
-0.019,0.112,0.036,False
-0.019,0.112,0.04,False
-0.019,0.112,0.044,False
-0.019,0.112,0.048,False
-0.019,0.112,0.052,False
-0.019,0.112,0.056,False
-0.019,0.112,0.06,False
-0.019,0.112,0.063,False
-0.019,0.112,0.067,False
-0.019,0.112,0.071,False
-0.019,0.112,0.075,False
-0.019,0.112,0.079,False
-0.019,0.112,0.083,False
-0.019,0.112,0.087,False
-0.019,0.112,0.091,False
-0.019,0.112,0.095,False
-0.019,0.112,0.099,False
-0.019,0.112,0.102,False
-0.019,0.112,0.106,False
-0.019,0.112,0.11,False
-0.019,0.112,0.114,False
-0.019,0.112,0.118,False
-0.019,0.112,0.122,False
-0.019,0.112,0.126,False
-0.019,0.112,0.13,False
-0.019,0.112,0.134,False
-0.019,0.112,0.138,False
-0.019,0.112,0.141,False
-0.019,0.112,0.145,False
-0.019,0.116,-0.046,False
-0.019,0.116,-0.042,False
-0.019,0.116,-0.038,False
-0.019,0.116,-0.034,False
-0.019,0.116,-0.03,False
-0.019,0.116,-0.026,False
-0.019,0.116,-0.022,False
-0.019,0.116,-0.019,False
-0.019,0.116,-0.015,False
-0.019,0.116,-0.011,False
-0.019,0.116,-0.007,False
-0.019,0.116,-0.003,False
-0.019,0.116,0.001,False
-0.019,0.116,0.005,False
-0.019,0.116,0.009,False
-0.019,0.116,0.013,False
-0.019,0.116,0.017,False
-0.019,0.116,0.021,False
-0.019,0.116,0.024,False
-0.019,0.116,0.028,False
-0.019,0.116,0.032,False
-0.019,0.116,0.036,False
-0.019,0.116,0.04,False
-0.019,0.116,0.044,False
-0.019,0.116,0.048,False
-0.019,0.116,0.052,False
-0.019,0.116,0.056,False
-0.019,0.116,0.06,False
-0.019,0.116,0.063,False
-0.019,0.116,0.067,False
-0.019,0.116,0.071,False
-0.019,0.116,0.075,False
-0.019,0.116,0.079,False
-0.019,0.116,0.083,False
-0.019,0.116,0.087,False
-0.019,0.116,0.091,False
-0.019,0.116,0.095,False
-0.019,0.116,0.099,False
-0.019,0.116,0.102,False
-0.019,0.116,0.106,False
-0.019,0.116,0.11,False
-0.019,0.116,0.114,False
-0.019,0.116,0.118,False
-0.019,0.116,0.122,False
-0.019,0.116,0.126,False
-0.019,0.116,0.13,False
-0.019,0.116,0.134,False
-0.019,0.116,0.138,False
-0.019,0.116,0.141,False
-0.019,0.116,0.145,False
-0.015,-0.089,-0.046,False
-0.015,-0.089,-0.042,False
-0.015,-0.089,-0.038,False
-0.015,-0.089,-0.034,False
-0.015,-0.089,-0.03,False
-0.015,-0.089,-0.026,False
-0.015,-0.089,-0.022,False
-0.015,-0.089,-0.019,False
-0.015,-0.089,-0.015,False
-0.015,-0.089,-0.011,False
-0.015,-0.089,-0.007,False
-0.015,-0.089,-0.003,False
-0.015,-0.089,0.001,False
-0.015,-0.089,0.005,False
-0.015,-0.089,0.009,False
-0.015,-0.089,0.013,False
-0.015,-0.089,0.017,False
-0.015,-0.089,0.021,False
-0.015,-0.089,0.024,False
-0.015,-0.089,0.028,False
-0.015,-0.089,0.032,False
-0.015,-0.089,0.036,False
-0.015,-0.089,0.04,False
-0.015,-0.089,0.044,False
-0.015,-0.089,0.048,False
-0.015,-0.089,0.052,False
-0.015,-0.089,0.056,False
-0.015,-0.089,0.06,False
-0.015,-0.089,0.063,False
-0.015,-0.089,0.067,False
-0.015,-0.089,0.071,False
-0.015,-0.089,0.075,False
-0.015,-0.089,0.079,False
-0.015,-0.089,0.083,False
-0.015,-0.089,0.087,False
-0.015,-0.089,0.091,False
-0.015,-0.089,0.095,False
-0.015,-0.089,0.099,False
-0.015,-0.089,0.102,False
-0.015,-0.089,0.106,False
-0.015,-0.089,0.11,False
-0.015,-0.089,0.114,False
-0.015,-0.089,0.118,False
-0.015,-0.089,0.122,False
-0.015,-0.089,0.126,False
-0.015,-0.089,0.13,False
-0.015,-0.089,0.134,False
-0.015,-0.089,0.138,False
-0.015,-0.089,0.141,False
-0.015,-0.089,0.145,False
-0.015,-0.084,-0.046,False
-0.015,-0.084,-0.042,False
-0.015,-0.084,-0.038,False
-0.015,-0.084,-0.034,False
-0.015,-0.084,-0.03,False
-0.015,-0.084,-0.026,False
-0.015,-0.084,-0.022,False
-0.015,-0.084,-0.019,False
-0.015,-0.084,-0.015,False
-0.015,-0.084,-0.011,False
-0.015,-0.084,-0.007,False
-0.015,-0.084,-0.003,False
-0.015,-0.084,0.001,False
-0.015,-0.084,0.005,False
-0.015,-0.084,0.009,False
-0.015,-0.084,0.013,False
-0.015,-0.084,0.017,False
-0.015,-0.084,0.021,False
-0.015,-0.084,0.024,False
-0.015,-0.084,0.028,False
-0.015,-0.084,0.032,False
-0.015,-0.084,0.036,False
-0.015,-0.084,0.04,False
-0.015,-0.084,0.044,False
-0.015,-0.084,0.048,False
-0.015,-0.084,0.052,False
-0.015,-0.084,0.056,False
-0.015,-0.084,0.06,False
-0.015,-0.084,0.063,False
-0.015,-0.084,0.067,False
-0.015,-0.084,0.071,False
-0.015,-0.084,0.075,False
-0.015,-0.084,0.079,False
-0.015,-0.084,0.083,False
-0.015,-0.084,0.087,False
-0.015,-0.084,0.091,False
-0.015,-0.084,0.095,False
-0.015,-0.084,0.099,False
-0.015,-0.084,0.102,False
-0.015,-0.084,0.106,False
-0.015,-0.084,0.11,False
-0.015,-0.084,0.114,False
-0.015,-0.084,0.118,False
-0.015,-0.084,0.122,False
-0.015,-0.084,0.126,False
-0.015,-0.084,0.13,False
-0.015,-0.084,0.134,False
-0.015,-0.084,0.138,False
-0.015,-0.084,0.141,False
-0.015,-0.084,0.145,False
-0.015,-0.08,-0.046,False
-0.015,-0.08,-0.042,False
-0.015,-0.08,-0.038,False
-0.015,-0.08,-0.034,False
-0.015,-0.08,-0.03,False
-0.015,-0.08,-0.026,False
-0.015,-0.08,-0.022,False
-0.015,-0.08,-0.019,False
-0.015,-0.08,-0.015,False
-0.015,-0.08,-0.011,False
-0.015,-0.08,-0.007,False
-0.015,-0.08,-0.003,False
-0.015,-0.08,0.001,False
-0.015,-0.08,0.005,False
-0.015,-0.08,0.009,False
-0.015,-0.08,0.013,False
-0.015,-0.08,0.017,False
-0.015,-0.08,0.021,False
-0.015,-0.08,0.024,False
-0.015,-0.08,0.028,False
-0.015,-0.08,0.032,False
-0.015,-0.08,0.036,False
-0.015,-0.08,0.04,False
-0.015,-0.08,0.044,False
-0.015,-0.08,0.048,False
-0.015,-0.08,0.052,False
-0.015,-0.08,0.056,False
-0.015,-0.08,0.06,False
-0.015,-0.08,0.063,False
-0.015,-0.08,0.067,False
-0.015,-0.08,0.071,False
-0.015,-0.08,0.075,False
-0.015,-0.08,0.079,False
-0.015,-0.08,0.083,False
-0.015,-0.08,0.087,False
-0.015,-0.08,0.091,False
-0.015,-0.08,0.095,False
-0.015,-0.08,0.099,False
-0.015,-0.08,0.102,False
-0.015,-0.08,0.106,False
-0.015,-0.08,0.11,False
-0.015,-0.08,0.114,False
-0.015,-0.08,0.118,False
-0.015,-0.08,0.122,False
-0.015,-0.08,0.126,False
-0.015,-0.08,0.13,False
-0.015,-0.08,0.134,False
-0.015,-0.08,0.138,False
-0.015,-0.08,0.141,False
-0.015,-0.08,0.145,False
-0.015,-0.076,-0.046,False
-0.015,-0.076,-0.042,False
-0.015,-0.076,-0.038,False
-0.015,-0.076,-0.034,False
